SalesHistory
Table 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DealNumber,ContractDate,DeliveryDate,DealStatus,Comments,InventoryType,StockNumber,VIN,VehicleMake,VehicleModel,VehicleModelYear,VehicleSalePrice,TotalGrossProfit,BackEndGrossProfit,FrontEndGrossProfit,APR,ContractTerm,MonthlyPayment,BuyerID,BuyerBirthDate,BuyerHomeAddressCity,BuyerHomeAddressState,BuyerHomeAddressPostalCode,SalesPersonID,SalesPerson2ID,Trade1_StockNumber,Trade1_VIN,Trade1_Year,Trade1_Make,Trade1_Model,Trade2_VIN,Trade2_Year,Trade2_Make,Trade2_Model
1771,12/19/06 0:00,12/19/06 0:00,F,,N,CCG478,JTJHW31U472008540,Lexus,RX 400h,2007,47900,3934.67,877.97,3438,0.0021,36,706.75,762746,,Granger,IN,465308316,2876,,,,,,,,,,
17713,8/15/14 0:00,8/15/14 0:00,F,,U,P479A,1FMPU18L91LA54772,Ford,Expedition,2001,5337.5,2658.05,0,2658.05,,,,22640,,Denham Spgs,LA,707265940,8288,,,,,,,,,,
17714,8/21/14 0:00,8/21/14 0:00,F,,N,P511,JTHBK1GG8E2129318,Lexus,ES 350,2014,50017,2402,505,1897,,,,22639,,Cape Coral,FL,33914,2995,,,WAUML64B94N009499,2004,Audi,A6,,,,
17716,8/16/14 0:00,8/16/14 0:00,F,,N,R198,2T2BK1BA4FC272771,Lexus,RX 350,2015,47683,-760,505,-1265,,,,22641,,Granger,IN,465307918,9336,,,,,,,,,,
17718,8/18/14 0:00,8/18/14 0:00,F,,U,R185A,JTHBJ46G272128612,Lexus,ES 350,2007,12571.03,3003.64,680,2323.64,5.25,60,258.2,22642,,Osceola,IN,465617808,8288,,,,,,,,,,
17719,8/23/14 0:00,8/23/14 0:00,F,,N,R193,2T2BK1BA3FC272647,Lexus,RX 350,2015,49365,559,0,559,,,,102242,,Edwardsburg,MI,49112,5283,,,,,,,,,,
17727,8/18/14 0:00,8/18/14 0:00,F,,U,L1432,JTHFF2C27D2528970,Lexus,IS 250C,2013,36995,3157.05,0,3157.05,,,,17552,,Holland,MI,494242296,4692,,,2T2HK31UX7C012121,2007,Lexus,RX 350,,,,
17728,8/20/14 0:00,8/20/14 0:00,F,,N,R156,2T2BK1BA1FC263865,Lexus,RX 350,2015,49600,794,0,794,,,,100140,,Saint Joseph,MI,49085,4692,,,,,,,,,,
17729,8/19/14 0:00,8/19/14 0:00,F,,N,R203,JTJBK1BA3F2471231,Lexus,RX 350,2015,52589,2413,555,1858,0.9,60,539.33,19490,9/30/53 0:00,Buchanan,MI,49107,2876,,,,,,,,,,
17730,8/20/14 0:00,8/20/14 0:00,F,,N,P467,JTHBK1GG0E2129426,Lexus,ES 350,2014,42136,-215,0,-215,,,,22649,,Granger,IN,46530,4692,,,2D4GP44L55R334630,2005,Dodge,Grand Caravan,,,,
17733,8/19/14 0:00,8/19/14 0:00,F,,U,P471A,JTHKD5BH4B2034199,Lexus,CT 200h,2011,16487,2596.45,0,2596.45,,,,22653,,Cincinnati,OH,452464433,2995,,,,,,,,,,
17735,8/20/14 0:00,8/20/14 0:00,F,,U,P275B,1G6DW677670159902,Cadillac,STS,2007,11075.7,3001.26,0,3001.26,,,,22656,,Elkhart,IN,465146946,5283,,,,,,,,,,
17738,8/20/14 0:00,8/20/14 0:00,F,,U,R171A,2T2BK1BA8DC159550,Lexus,RX 350,2013,41000,4018.15,0,4018.15,,,,15229,,South Bend,IN,466372147,2995,,,2T2HK31U19C119237,2009,Lexus,RX 350,,,,
17740,8/22/14 0:00,8/22/14 0:00,F,,N,P508,JTHBK1GG7E2142559,Lexus,ES 350,2014,48628,2347,305,2042,,,,19468,,La Porte,IN,46350,4692,,,2T2BK1BA8DC209069,2013,Lexus,RX 350,,,,
17743,8/22/14 0:00,8/22/14 0:00,F,,U,L1438A,JTHBJ46G472100357,Lexus,ES 350,2007,12600,2913.83,0,2913.83,,,,22666,,South Bend,IN,466172552,8288,,,,,,,,,,
17751,8/22/14 0:00,8/22/14 0:00,F,,U,L1459,2T2BK1BAXDC165236,Lexus,RX 350,2013,40000,5848.45,1627.45,4221,2.9,60,583.41,18592,,Coloma,MI,49038,4692,,,,,,,,,,
17757,8/23/14 0:00,8/23/14 0:00,F,,N,R208,2T2BK1BA4FC275704,Lexus,RX 350,2015,50334,88,200,-112,2.9,48,560.14,16006,1/27/71 0:00,Granger,IN,46530,2876,,,2T2BK1BA2CC142337,2012,Lexus,RX 350,,,,
17762,8/27/14 0:00,8/27/14 0:00,F,,U,R192A,2T2HK31U58C068968,Lexus,RX 350,2008,19495,3762.13,950.43,2811.7,4.5,36,565.44,22678,,South Bend,IN,466149148,4692,,,,,,,,,,
17763,8/27/14 0:00,8/27/14 0:00,F,,N,R216,2T2BK1BA4FC276304,Lexus,RX 350,2015,49845,517,250,267,0.9,60,614.17,22671,,Vicksburg,MI,490978345,8288,,,JTJHW31U582857061,2008,Lexus,RX 400h,,,,
17779,8/26/14 0:00,8/26/14 0:00,F,,U,P373A,2T1CF22P3YC324594,Toyota,Camry Solara,2000,2995,1157.05,0,1157.05,,,,22675,,Peru,IN,469707255,9336,,,,,,,,,,
1778,12/18/06 0:00,12/18/06 0:00,F,,U,CCL644A,2C3AK63H65H580767,Chrysler,300C,2005,25000,2473.18,-657.73,3130.91,,1,26704,11968,,Niles,MI,491203857,2995,,,,,,,,,,
17786,8/31/14 0:00,8/31/14 0:00,F,,N,R221,2T2BK1BA3FC278836,Lexus,RX 350,2015,50214,2982.11,2156.11,826,2.9,36,646.33,16759,6/6/41 0:00,Baroda,MI,491019773,5283,,,2T2BK1BA9DC154504,2013,Lexus,RX 350,,,,
17787,8/31/14 0:00,8/31/14 0:00,F,,N,P518,JTHBK1GG9E2138528,Lexus,ES 350,2014,39173.35,-74.65,150,-224.65,0.9,60,306.91,546607,,Cassopolis,MI,490319335,2876,,,JTHBJ46G382246766,2008,Lexus,ES 350,,,,
17790,8/29/14 0:00,8/29/14 0:00,F,,U,P475A,JTJJM7FX2C5040641,Lexus,GX 460,2012,41245,4880.79,2319.43,2561.36,2.9,60,827.61,748145,6/9/60 0:00,Granger,IN,465306856,2876,,,,,,,,,,
17791,8/31/14 0:00,8/31/14 0:00,F,,N,P519,JTJBM7FX5E5088352,Lexus,GX 460,2014,56190,4148.11,1482.11,2666,3.8,60,728.9,22683,,Plymouth,IN,46563,2995,,,,,,,,,,
17792,8/28/14 0:00,8/28/14 0:00,F,,U,L1443A,1G1YY33P8P5100214,Chevrolet,Corvette,1993,14283,5835.05,0,5835.05,,,,22684,,Goshen,IN,465269498,2876,,,,,,,,,,
17793,8/28/14 0:00,8/28/14 0:00,F,,U,L1460,2T2BK1BA7DC172659,Lexus,RX 350,2013,40995,3935.45,0,3935.45,,,,22686,,Granger,IN,465307663,2876,,,,,,,,,,
17795,8/29/14 0:00,8/29/14 0:00,F,,N,R220,2T2BK1BA9FC276413,Lexus,RX 350,2015,49190,241,0,241,,,,22687,,Granger,IN,46530,5283,,,1J4RR5GT0BC505185,2011,Jeep,Grand Cherokee,,,,
17799,8/28/14 0:00,8/28/14 0:00,F,,U,N857A,2T2BK1BAXAC041365,Lexus,RX 350,2010,29395,-249.54,0,-249.54,,,,22689,,South Bend,IN,466283852,5283,,,,,,,,,,
17800,8/29/14 0:00,8/29/14 0:00,F,,U,L1445,5TDDK3EHXCS146774,Toyota,Highlander,2012,26745,3527.41,1483.28,2044.13,3.4,63,514.82,22690,,Granger,IN,465305871,2876,,,3C4PDCDG3DT634679,2013,Dodge,Journey,,,,
17806,9/1/14 0:00,9/1/14 0:00,F,,N,R212,2T2BK1BA2FC258528,Lexus,RX 350,2015,46698,1335.51,520.51,815,2.9,48,602.77,17895,,Hartford,MI,49057,5283,,,2T2BK1BA9DC180410,2013,Lexus,RX 350,,,,
17809,8/30/14 0:00,8/30/14 0:00,F,,N,P510,JTJBM7FXXE5088363,Lexus,GX 460,2014,56200,4884.12,2940.12,1944,6.05,84,865.48,22695,,Noblesville,IN,46062,5283,,,WBANV93528CZ65274,2008,BMW,535,,,,
17810,8/31/14 0:00,8/31/14 0:00,F,,N,P505,JTHBW1GG0E2072200,Lexus,ES 300h,2014,47316,383,755,183,2.9,36,535.12,366457,8/30/35 0:00,Goshen,IN,465265502,2876,,,,,,,,,,
17811,8/30/14 0:00,8/30/14 0:00,F,,U,R170A,2T2HK31U58C060725,Lexus,RX 350,2008,16700,2351.98,0,2351.98,,,,22694,,Granger,IN,465309130,5283,,,,,,,,,,
17812,8/31/14 0:00,8/31/14 0:00,F,,N,R225,JTHCF1D23F5016247,Lexus,IS 250,2015,42410,1447,0,1447,,,,22696,,Warsaw,IN,46580,2876,,,,,,,,,,
17816,8/31/14 0:00,8/31/14 0:00,F,,N,R226,2T2BK1BA2FC279234,Lexus,RX 350,2015,51923,237,0,237,,,,22701,,Bridgman,MI,491069309,9336,,,,,,,,,,
17826,9/6/14 0:00,9/6/14 0:00,F,,U,L1447,JTHBK1GG5D2028994,Lexus,ES 350,2013,36495,3476.6,900,2576.6,0.9,48,229.94,13371,2/11/54 0:00,Saint Joseph,MI,49085,2876,,,,,,,,,,
17829,9/4/14 0:00,9/4/14 0:00,F,,U,P426A,2T2BK1BAXBC099641,Lexus,RX 350,2011,31995,3490.86,0,3490.86,,,,22708,,Saint Joseph,MI,490859126,5283,,,5UXFA53502LP31927,2002,BMW,X5,,,,
1783,12/18/06 0:00,12/18/06 0:00,F,,U,CCL531,JTHBA30G945037768,Lexus,ES 330,2004,28000,2986,-914,3900,,1,0,637504,,Lawrenceburg,IN,470258818,2876,5283,,,,,,,,,
17837,9/4/14 0:00,9/4/14 0:00,F,,U,L1462,2T2BK1BA2DC176683,Lexus,RX 350,2013,41995,1859.28,0,1859.28,,,,5749960199,,Mishawaka,IN,465453593,2995,,,JTHCE96S680016094,2008,Lexus,GS 350,,,,
17854,9/9/14 0:00,9/9/14 0:00,F,,N,R228,2T2BK1BA0FC278924,Lexus,RX 350,2015,49349,1593,1065,528,,,,100224,,Granger,IN,46530,9336,,,JTJHT00W664015244,2006,Lexus,LX 470,,,,
17855,9/9/14 0:00,9/9/14 0:00,F,,N,R232,2T2BK1BA1FC275160,Lexus,RX 350,2015,50713,915,0,915,,,,17252,,Sarasota,MI,34233,5283,,,2T2BK1BA5AC031097,2010,Lexus,RX 350,,,,
17856,9/13/14 0:00,9/13/14 0:00,F,,N,R235,JTJBK1BA6F2471255,Lexus,RX 350,2015,45360.09,-52.91,550,-602.91,2.9,27,454.14,22720,,Chesterton,IN,46304,2876,,,,,,,,,,
17857,9/8/14 0:00,9/8/14 0:00,F,,U,L1457,2T2BK1BA1BC087863,Lexus,RX 350,2011,32995,2221.86,150,2071.86,0.9,48,509.22,15434,,Fort Myers,IN,33908,9336,,,2T2HA31U15C052152,2005,Lexus,RX 330,,,,
17866,9/10/14 0:00,9/10/14 0:00,F,,N,R230,2T2BK1BA0FC279524,Lexus,RX 350,2015,48914.86,93.86,0,93.86,,,,83551,3/25/40 0:00,Saint Joseph,MI,490851166,2995,,,,,,,,,,
17867,9/26/14 0:00,9/26/14 0:00,F,,N,R245,JTJBK1BA2F2472841,Lexus,RX 350,2015,46255.18,2600.25,1518.07,1082.18,2.9,48,560.59,15544,3/26/48 0:00,Goshen,IN,465267308,2876,,,2T2BK1BA8CC138499,2012,Lexus,RX 350,,,,
17869,9/18/14 0:00,9/18/14 0:00,F,,N,P527,JTHCE1BL3E5026905,Lexus,GS 350,2014,54800,-371,200,-571,2.9,36,515.57,738272,,Granger,IN,465307828,2876,,,,,,,,,,
1788,12/19/06 0:00,12/19/06 0:00,F,,N,CCG448,JTJBT20X870132407,Lexus,GX 470,2007,50618,4597.72,815.72,4277,0.00265,36,812.29,542424,10/25/48 0:00,Cayucos,CA,934300293,5283,,,,,,,,,,
17880,9/11/14 0:00,9/11/14 0:00,F,,U,P426B,5UXFA53502LP31927,BMW,X5,2002,6398.13,2958.13,0,2958.13,,,,22727,,Goshen,IN,465269412,5283,,,,,,,,,,
17884,9/11/14 0:00,9/11/14 0:00,F,,U,P384A,WBAVD53588A010695,BMW,335,2008,16485,2229.87,0,2229.87,,,,22728,,South Bend,IN,466372336,8288,,,WMWRE33526TJ7592,,,,,,,
17886,9/12/14 0:00,9/12/14 0:00,F,,U,N893A,WBAFR1C59BC672103,BMW,528i,2011,25500,-467.15,1371.7,-1838.85,3.15,60,494.78,22731,,Elkhart,IN,465168990,8288,,,,,,,,,,
17891,9/12/14 0:00,9/12/14 0:00,F,,U,P225C,1G2ZH35N774188786,Pontiac,G6,2007,13267,2254.07,542.23,1711.84,4.8,60,203.66,22735,,Bremen,IN,465069427,5283,8288,,,,,,,,,
17893,9/13/14 0:00,9/13/14 0:00,F,,N,R231,2T2BK1BA3FC279436,Lexus,RX 350,2015,50544,-7,305,-312,,,,798831,,Michigan City,IN,463601069,2876,,,JTHCH96S060007928,2006,Lexus,GS 300,,,,
17894,9/13/14 0:00,9/13/14 0:00,F,,U,P508A,2T2BK1BA8DC209069,Lexus,RX 350,2013,40865,4581.55,0,4581.55,,,,22737,,Granger,IN,465306560,2995,,,,,,,,,,
17895,9/16/14 0:00,9/16/14 0:00,F,,U,L1432A,2T2HK31UX7C012121,Lexus,RX 350,2007,17865,3357.2,0,3357.2,,,,22738,,Granger,IN,465307018,8288,,,,,,,,,,
17903,9/25/14 0:00,9/25/14 0:00,F,,N,P535,JTHBK1GG6E2140883,Lexus,ES 350,2014,44508.99,1145.99,200,945.99,2.9,36,577.02,22780,,Mishawaka,IN,465443544,2876,,,2C3CCACG0CH309751,2012,Chrysler,300,,,,
17904,9/23/14 0:00,9/23/14 0:00,F,,U,P502A,2T2BK1BA4BC112805,Lexus,RX 350,2011,31500,2956.55,0,2956.55,,,,22742,,South Bend,IN,46637,9336,,,,,,,,,,
17906,9/16/14 0:00,9/16/14 0:00,F,,U,R205A,2T2BK1BA5CC123295,Lexus,RX 350,2012,35500,3785.12,0,3785.12,,,,22743,,Granger,IN,46530,9336,,,,,,,,,,
17909,9/16/14 0:00,9/16/14 0:00,F,,U,P449A,JTHBK1EG1B2431516,Lexus,ES 350,2011,27000,5272.6,0,5272.6,,,,22744,,Hoffman Est,IL,601924101,2995,,,,,,,,,,
17911,9/16/14 0:00,9/16/14 0:00,F,,U,P260B,JT6HF10U1Y0114845,Lexus,RX 300,2000,6683.18,2038.28,0,2038.28,,,,22747,,Granger,IN,46530,2876,,,,,,,,,,
17913,9/18/14 0:00,9/18/14 0:00,F,,U,R184B,2T2HA31U65C075314,Lexus,RX 330,2005,11250,2907.32,283.98,2623.34,7.5,48,171.04,22748,,Union,MI,491309224,9336,,,,,,,,,,
17916,9/18/14 0:00,9/18/14 0:00,F,,N,P529,JTHBK1GG3E2145779,Lexus,ES 350,2014,42866,569,250,319,0.9,60,784.62,22749,,Granger,IN,46530,5283,,,,,,,,,,
17917,9/18/14 0:00,9/18/14 0:00,F,,N,P528,JTHBK1GG6E2147865,Lexus,ES 350,2014,42500,355,100,255,0.9,60,173.92,327764,,Dowagiac,MI,49047,5283,,,,,,,,,,
1792,12/20/06 0:00,12/20/06 0:00,F,,N,CCG452,JTJBT20X870128020,Lexus,GX 470,2007,56000,2317.45,-236.55,2554,,1,11710.25,647422,,Elkhart,IN,465144359,9884,,G452A,JTEBU11F370004748,2007,Toyota,FJ Cruiser,1HGFA16866L107279,2006,Honda,Civic
17925,9/23/14 0:00,9/23/14 0:00,F,,U,R232A,2T2BK1BA5AC031097,Lexus,RX 350,2010,27808.87,1850.42,200,1650.42,2.9,72,400,22754,,Mishawaka,IN,465458408,2876,,,,,,,,,,
17927,9/19/14 0:00,9/19/14 0:00,F,,U,R110C,2B4GP44G7YR745612,Dodge,Grand Caravan,2000,2295,1332.05,0,1332.05,,,,22753,,Notre Dame,IN,46556,9336,,,,,,,,,,
17929,9/25/14 0:00,9/25/14 0:00,F,,U,R208A,2T2BK1BA2CC142337,Lexus,RX 350,2012,36401.54,3231.01,250,2981.01,0.9,48,636.55,503750,,Elkhart,IN,465164642,8288,,,,,,,,,,
1793,12/20/06 0:00,12/20/06 0:00,F,,U,CCG425A,JTJHA31UX40054413,Lexus,RX 330,2004,34050,3536.88,-1012.3,4549.18,,1,30842,12002,,Mishawaka,IN,465445533,8002,,G425B,2B6HB11Z61K553207,2001,Dodge,Ram Van 1500,,,,
17930,9/24/14 0:00,9/24/14 0:00,F,,N,P533,JTHBK1GG0E2147408,Lexus,ES 350,2014,42956.72,764.72,200,564.72,2.9,48,388.72,22770,,South Bend,IN,466145802,2995,,,,,,,,,,
17932,9/26/14 0:00,9/26/14 0:00,F,,N,P534,JTHBW1GG0E2071273,Lexus,ES 300h,2014,47942.34,323.34,200,123.34,2.9,24,605.51,21027,,Benton Harbor,MI,490230869,2995,,,JTHBW1GG7D2019475,2013,Lexus,ES 300h,,,,
17933,9/23/14 0:00,9/23/14 0:00,F,,U,P384B,WMWRE33526TJ37592,MINI,Cooper S,2006,8000,2210,0,2210,,,,22761,,Nappanee,IN,465509232,5283,,,,,,,,,,
17935,9/23/14 0:00,9/23/14 0:00,F,,U,P370A,2T2BK1BA2BC114147,Lexus,RX 350,2011,31093,2225.55,526,1699.55,2.9,72,601.47,22767,,Bristol,IN,465079004,5283,,,1GKEV13768J125844,2008,GMC,Acadia,,,,
17940,9/24/14 0:00,9/24/14 0:00,F,,N,R219,2T2BK1BA1FC277300,Lexus,RX 350,2015,51473,-1084,200,-1284,2.9,36,659.78,18085,8/4/45 0:00,Stuart,FL,34997,2995,,,2T2BK1BA6EC237759,2014,Lexus,RX 350,,,,
17944,9/27/14 0:00,9/27/14 0:00,F,,U,L1452,JTHBK1EG4B2453767,Lexus,ES 350,2011,28495,2591.53,695,1896.53,,,,22776,,Granger,IN,465307611,2876,,,4T1BT28B810175627,0,,,,,,
17945,9/24/14 0:00,9/24/14 0:00,F,,U,L1441A,3TMLU4EN4CM094849,Toyota,Tacoma,2012,26635,3081.05,1086.67,1994.38,2.9,60,389.55,22777,,South Bend,IN,466289718,2995,,,1D7HG48N73S202337,2003,Dodge,Dakota,,,,
17953,9/26/14 0:00,9/26/14 0:00,F,,U,L1442A,JN8AS5MT0AW008098,Nissan,Rogue,2010,10572,2782.96,573.05,2209.91,8.75,60,236.52,22781,,Elkhart,IN,465147104,2876,8288,,,,,,,,,
17955,9/26/14 0:00,9/26/14 0:00,F,,N,R215,2T2BK1BA3FC277007,Lexus,RX 350,2015,49950,1334,755,579,0.9,36,1188.44,22782,,Bremen,IN,465069014,2995,,,5TDZK22C18S213309,2008,Toyota,Sienna,,,,
17956,9/27/14 0:00,9/27/14 0:00,F,,N,P526,JTJBM7FX2E5089698,Lexus,GX 460,2014,56000,1877,0,1877,,,,100530,,Bonita Springs,FL,34134,2995,,,JTJBT20X450088158,2005,Lexus,GX 470,,,,
17960,9/27/14 0:00,9/27/14 0:00,F,,U,P317B,KNDJA723015064870,Kia,Sportage,2001,2750,487.05,0,487.05,,,,22785,,Glendale,AZ,853089601,2876,,,,,,,,,,
17969,9/29/14 0:00,9/29/14 0:00,F,,N,P482,JTHCE1BL3E5026497,Lexus,GS 350,2014,53460,-570,200,-770,2.9,36,738.05,102470,,Goshen,IN,46526,5283,,,JTHBK1EG8C2474347,2012,Lexus,ES 350,,,,
1797,12/21/06 0:00,12/21/06 0:00,F,,N,CCG476,2T2HK31U07C042096,Lexus,RX 350,2007,46019,2526.26,-300.93,2827.19,,1,16480.25,12007,,Granger,IN,465307004,9884,,G476A,JTJBT20X240043671,2004,Lexus,GX 470,,,,
17971,9/29/14 0:00,9/29/14 0:00,F,,U,R123B,JTJBT20X280160947,Lexus,GX 470,2008,25000,2762.23,150,2612.23,0.9,36,541.58,22789,,Bridgman,MI,491069389,8288,,,5N1AA08BX5N702887,2005,Nissan,Armada,,,,
17973,10/22/14 0:00,10/22/14 0:00,F,,N,R251,JTJBK1BA7F2473144,Lexus,RX 350,2015,52000,402,200,202,0.9,36,563.29,22794,,Elkhart,IN,46514,9336,,,,,,,,,,
17975,9/30/14 0:00,9/30/14 0:00,F,,N,P537,JTHBK1GG9E2147407,Lexus,ES 350,2014,43500,434,0,434,,,,22792,,Nappanee,IN,465508911,5283,,,WBAHL83527DT89336,2007,BMW,750,,,,
17977,9/30/14 0:00,9/30/14 0:00,F,,N,P530,JTHBK1GG5E2147713,Lexus,ES 350,2014,44312,1699,0,1699,,,,20851,,South Bend,IN,466374064,2876,,,JTHBK1GG3D2039380,2013,Lexus,ES 350,,,,
17979,9/30/14 0:00,9/30/14 0:00,F,,U,R189A,2T2BK1BA4AC079044,Lexus,RX 350,2010,30995,2706.05,200,2506.05,2.9,72,416.57,15261,,Mishawaka,IN,465454071,9336,,,3VWEF71K87M157454,2007,Volkswagen,Jetta,,,,
17981,10/8/14 0:00,10/8/14 0:00,F,,N,R255,JTJBK1BA5F2472493,Lexus,RX 350,2015,51714,266,755,-489,0.9,36,1574.86,14939,1/1/63 0:00,Niles,MI,49120,2876,,,,,,,,,,
17983,10/2/14 0:00,10/2/14 0:00,F,,U,P510A,WBANV93528CZ65274,BMW,535,2008,15000,2940.27,0,2940.27,,,,22793,,Granger,IN,46530,9336,,,,,,,,,,
17989,10/1/14 0:00,10/1/14 0:00,F,,U,P511A,WAUML64B94N009499,Audi,A6,2004,9800,1944.21,0,1944.21,,,,22796,,South Bend,IN,46619,2995,,,,,,,,,,
17992,10/7/14 0:00,10/7/14 0:00,F,,U,R221A,2T2BK1BA9DC154504,Lexus,RX 350,2013,41995,3979.47,0,3979.47,,,,100898,,Niles,MI,49120,5283,2876,,2T2HK31U47C039847,2007,Lexus,RX 350,,,,
17997,10/3/14 0:00,10/3/14 0:00,F,,U,R171B,2T2HK31U19C119237,Lexus,RX 350,2009,25995,4847.52,1195,3652.52,2.9,72,419.6,22799,,South Bend,IN,46637,2995,,,1FMDU75E32UC43585,2002,Ford,Explorer,,,,
17998,10/7/14 0:00,10/7/14 0:00,F,,N,R234,JTJBK1BA5F2471764,Lexus,RX 350,2015,45751.84,3063.07,2383.25,679.82,2.9,48,617,12790,5/4/43 0:00,Lakeside,MI,49116,2876,,,2T2BK1BA5DC162728,2013,Lexus,RX 350,,,,
18000,10/13/14 0:00,10/13/14 0:00,F,,N,R259,JTJJM7FX5E5088833,Lexus,GX 460,2014,60956,1058,0,1058,,,,22801,,Mishawaka,IN,46545,8288,,,5N1AA0NE0BN603019,2011,Nissan,Armada,,,,
18005,10/9/14 0:00,10/9/14 0:00,F,,U,R215A,5TDZK22C18S213309,Toyota,Sienna,2008,15000,3417.09,809.95,2607.14,4.9,60,304.95,22793,,Granger,IN,465306010,9336,,,,,,,,,,
18014,10/18/14 0:00,10/18/14 0:00,F,,N,R271,2T2BK1BA8FC283238,Lexus,RX 350,2015,46854,2165,250,1915,1.9,60,715.08,10958,,South Bend,IN,466149152,2876,,,2T2BK1BA5DC166617,2013,Lexus,RX 350,,,,
18016,10/7/14 0:00,10/7/14 0:00,F,,U,P518A,JTHBJ46G382246766,Lexus,ES 350,2008,16000,2373.91,0,2373.91,,,,GT10,,South Bend,IN,466374372,8288,,,1FMZU75K13UA96874,2003,Ford,Explorer,,,,
18018,10/7/14 0:00,10/7/14 0:00,F,,U,L1468,JTHCE1BL7D5005344,Lexus,GS 350,2013,38995,2216,250,1966,2.9,72,548.14,507623,8/24/47 0:00,Benton Harbor,MI,49022,2995,,,JTHBA30G765151951,2006,Lexus,ES 330,,,,
18022,10/24/14 0:00,10/24/14 0:00,F,,N,R280,2T2BK1BA2FC275197,Lexus,RX 350,2015,52780.76,146.76,200,-53.24,2.9,48,542.56,101980,,Saint Joseph,MI,490858655,2876,,,2T2BK1BA4DC155012,2013,Lexus,RX 350,,,,
18023,10/31/14 0:00,10/31/14 0:00,F,,N,R283,2T2BK1BA6FC264302,Lexus,RX 350,2015,46273.81,688.35,586.54,101.81,2.9,36,477.32,15071,2/1/50 0:00,Granger,IN,465308257,2876,,,2T2BK1BA8CC128815,2012,Lexus,RX 350,,,,
18025,10/8/14 0:00,10/8/14 0:00,F,,U,P383B,JTHBA30G665162777,Lexus,ES 330,2006,12795,3809.83,0,3809.83,,,,22822,,Mishawaka,IN,465451509,9336,,,,,,,,,,
18027,10/22/14 0:00,10/22/14 0:00,F,,N,R248,2T2BK1BA9FC281515,Lexus,RX 350,2015,49601,557,0,557,,,,11928,,Warsaw,IN,46580,5283,2876,,,,,,,,,
18038,10/13/14 0:00,10/13/14 0:00,F,,N,R262,2T2BK1BA4FC285861,Lexus,RX 350,2015,50654,1732,0,1732,,,,363934,,Granger,IN,46530,2995,,,,,,,,,,
18039,10/11/14 0:00,10/11/14 0:00,F,,U,P483A,JTHCL5EF4C5014777,Lexus,LS 460,2012,50893,4979,250,4729,2.9,72,575.67,22828,,Minneapolis,MN,554091816,8288,,,,,,,,,,
18041,10/13/14 0:00,10/13/14 0:00,F,,N,R258,JTHCE1D2XF5006821,Lexus,IS 350,2015,48914,1297,250,1047,1.9,60,819,16155,,Wakarusa,IN,465739612,2995,,,JTHCF5C20C5059075,2012,Lexus,IS 250,,,,
18042,10/15/14 0:00,10/15/14 0:00,F,,N,R263,JTHBK1GG9F2154553,Lexus,ES 350,2015,44000,2136,695,1441,,,,341614,,Goshen,IN,465285059,2876,,,,,,,,,,
18044,10/22/14 0:00,10/22/14 0:00,F,,U,L1465,WBANV9C50AC136788,BMW,535i,2010,23649,4686.16,750.89,3935.27,19.8,60,579.34,22865,,Granger,IN,46530,9336,2995,,,,,,,,,
18064,10/14/14 0:00,10/14/14 0:00,F,,U,R216A,JTJHW31U582857061,Lexus,RX 400h,2008,20500,2566.44,0,2566.44,,,,545831,11/27/47 0:00,Edwardsburg,MI,491129547,8288,,,,,,,,,,
18066,10/27/14 0:00,10/27/14 0:00,F,,N,R281,JTJBK1BA7F2470941,Lexus,RX 350,2015,47877.1,-400.9,200,-600.9,2.9,48,631.31,19460,,Sturgis,MI,49091,5283,,,JTHBK1EGXB2455314,2011,Lexus,ES 350,,,,
18070,10/15/14 0:00,10/15/14 0:00,F,,N,R270,JTHBK1GGXF2155906,Lexus,ES 350,2015,43000,358,0,358,,,,13769,,Mishawaka,IN,46544,2876,,,JTHBK1GG7D2007953,2013,Lexus,ES 350,,,,
18072,10/15/14 0:00,10/15/14 0:00,F,,U,R245A,2T2BK1BA8CC138499,Lexus,RX 350,2012,36790,5119.47,250,4869.47,1.9,60,603.44,22842,,Granger,IN,46530,8288,,,,,,,,,,
18073,10/16/14 0:00,10/16/14 0:00,F,,N,R243,2T2BK1BA8FC282249,Lexus,RX 350,2015,50889,761,250,511,1.9,60,867.23,22844,,Elkhart,IN,46514,5283,,,,,,,,,,
18078,10/17/14 0:00,10/17/14 0:00,F,,N,R265,2T2ZK1BA0FC156806,Lexus,RX 350,2015,43929,-179,250,-429,1.9,60,750.94,22846,,Mishawaka,IN,46544,2876,,,JTJHF10U120290002,2002,Lexus,RX 300,,,,
18079,10/20/14 0:00,10/20/14 0:00,F,,U,P354A,JTHBK1EG2C2501154,Lexus,ES 350,2012,29371,1984.05,305,1984.05,,,,22849,,Southbend,IN,46601,2876,,,,,,,,,,
18084,10/18/14 0:00,10/18/14 0:00,F,,U,L1441B,1D7HG48N73S202337,Dodge,Dakota,2003,8500,3144.34,0,3144.34,,,,22852,,St Joseph,MI,49085,5283,,,,,,,,,,
18085,10/18/14 0:00,10/18/14 0:00,F,,N,R218,2T2BK1BA3FC272602,Lexus,RX 350,2015,52198,2655.34,925.34,1730,2.9,48,507.61,18620,,Goshen,IN,46528,2995,,,WDBSK75F74F067219,2004,Mercedes-Benz,SL500,SAJEA71C54SG11855,2004,Jaguar,XJ
